,Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote,Unnamed: 9
4178,BSE,Blackrock New York Municipal Income Quality Trust,13.24,86320298.4,,2002.0,,,https://old.nasdaq.com/symbol/bse,
418,BSET,"Bassett Furniture Industries, Incorporated",14.0,139934984.0,,,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/bset,
474,BSGM,"BioSig Technologies, Inc.",8.49,253032682.86,,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/bsgm,
4229,BSIG,BrightSphere Investment Group Inc.,13.29,1064724309.84,,2014.0,Finance,Investment Managers,https://old.nasdaq.com/symbol/bsig,
1794,BSJK,Invesco BulletShares 2020 High Yield Corporate Bond ETF,23.38,0.0,,,,,https://old.nasdaq.com/symbol/bsjk,
1796,BSJL,Invesco BulletShares 2021 High Yield Corporate Bond ETF,23.01,0.0,,,,,https://old.nasdaq.com/symbol/bsjl,
1800,BSJM,Invesco BulletShares 2022 High Yield Corporate Bond ETF,22.95,0.0,,,,,https://old.nasdaq.com/symbol/bsjm,
1804,BSJN,Invesco BulletShares 2023 High Yield Corporate Bond ETF,24.79,0.0,,,,,https://old.nasdaq.com/symbol/bsjn,
1808,BSJO,Invesco BulletShares 2024 High Yield Corporate Bond ETF,24.38,0.0,,,,,https://old.nasdaq.com/symbol/bsjo,
1812,BSJP,Invesco BulletShares 2025 High Yield Corporate Bond ETF,23.74,0.0,,,,,https://old.nasdaq.com/symbol/bsjp,
1815,BSJQ,Invesco BulletShares 2026 High Yield Corporate Bond ETF,24.83,0.0,,,,,https://old.nasdaq.com/symbol/bsjq,
1818,BSJR,Invesco BulletShares 2027 High Yield Corporate Bond ETF,24.769,0.0,,,,,https://old.nasdaq.com/symbol/bsjr,
1821,BSJS,Invesco BulletShares 2028 High Yield Corporate Bond ETF,24.8125,0.0,,,,,https://old.nasdaq.com/symbol/bsjs,
4189,BSL,Blackstone GSO Senior Floating Rate Term Fund,13.96,204698816.44,,2010.0,,,https://old.nasdaq.com/symbol/bsl,
4119,BSM,"Black Stone Minerals, L.P.",6.37,1316918792.28,,2015.0,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/bsm,
1797,BSML,Invesco BulletShares 2021 Municipal Bond ETF,25.345,0.0,,,,,https://old.nasdaq.com/symbol/bsml,
1801,BSMM,Invesco BulletShares 2022 Municipal Bond ETF,25.43,0.0,,,,,https://old.nasdaq.com/symbol/bsmm,
1805,BSMN,Invesco BulletShares 2023 Municipal Bond ETF,25.585,0.0,,,,,https://old.nasdaq.com/symbol/bsmn,
1809,BSMO,Invesco BulletShares 2024 Municipal Bond ETF,25.655,0.0,,,,,https://old.nasdaq.com/symbol/bsmo,
1813,BSMP,Invesco BulletShares 2025 Municipal Bond ETF,25.805,0.0,,,,,https://old.nasdaq.com/symbol/bsmp,
1816,BSMQ,Invesco BulletShares 2026 Municipal Bond ETF,25.56,0.0,,,,,https://old.nasdaq.com/symbol/bsmq,
1819,BSMR,Invesco BulletShares 2027 Municipal Bond ETF,25.39,0.0,,,,,https://old.nasdaq.com/symbol/bsmr,
1822,BSMS,Invesco BulletShares 2028 Municipal Bond ETF,25.8,0.0,,,,,https://old.nasdaq.com/symbol/bsms,
1824,BSMT,Invesco BulletShares 2029 Municipal Bond ETF,25.615,0.0,,,,,https://old.nasdaq.com/symbol/bsmt,
1826,BSMU,Invesco BulletShares 2030 Municipal Bond ETF,25.0,0.0,,,,,https://old.nasdaq.com/symbol/bsmu,
4057,BSMX,"Banco Santander Mexico, S.A., Institucion de Ban",3.22,4370824364.62,,2012.0,Finance,Commercial Banks,https://old.nasdaq.com/symbol/bsmx,
4240,BSN.U,Broadstone Acquisition Corp.,,0.0,,2020.0,,,https://old.nasdaq.com/symbol/bsn.u,
551,BSQR,BSQUARE Corporation,1.41,18548745.99,,1999.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/bsqr,
3043,BSRR,Sierra Bancorp,17.68,268609375.84,,,Finance,Major Banks,https://old.nasdaq.com/symbol/bsrr,
4181,BST,BlackRock Science and Technology Trust,40.41,976593925.35,,2014.0,,,https://old.nasdaq.com/symbol/bst,
475,BSTC,BioSpecifics Technologies Corp,55.59,408306048.45,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/bstc,
4182,BSTZ,BlackRock Science and Technology Trust II,24.75,1932726559.5,,2019.0,,,https://old.nasdaq.com/symbol/bstz,
408,BSVN,Bank7 Corp.,9.55,88110706.6,,2018.0,Finance,Major Banks,https://old.nasdaq.com/symbol/bsvn,
4209,BSX,Boston Scientific Corporation,39.67,56754864079.56,,,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/bsx,
4210,BSX^A,Boston Scientific Corporation,114.6,0.0,,,,,https://old.nasdaq.com/symbol/bsx^a,
4141,BTA,BlackRock Long-Term Municipal Advantage Trust,12.22,164066049.94,,2006.0,,,https://old.nasdaq.com/symbol/bta,
479,BTAI,"BioXcel Therapeutics, Inc.",48.29,1079517251.78,,2018.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/btai,
553,BTAQU,Burgundy Technology Acquisition Corporation,9.99,0.0,,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/btaqu,
1475,BTBT,Golden Bull Limited,4.24,185284544.4,,2018.0,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/btbt,
4090,BTE,Baytex Energy Corp,0.4383,245973960.0,,,Energy,Oil & Gas Production,https://old.nasdaq.com/symbol/bte,
2769,BTEC,Principal Healthcare Innovators Index ETF,46.83,0.0,,,,,https://old.nasdaq.com/symbol/btec,
6917,BTG,B2Gold Corp,6.97,7285585771.13,,,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/btg,
4236,BTI,British American Tobacco p.l.c.,34.97,80229233346.21,,,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/bti,
6918,BTN,"Ballantyne Strong, Inc",1.7,25143635.8,,,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/btn,
5329,BTO,John Hancock Financial Opportunities Fund,22.42,419708901.8,,1994.0,,,https://old.nasdaq.com/symbol/bto,
4153,BTT,BlackRock Municipal Target Term Trust Inc. (The),25.0,1762639275.0,,2012.0,,,https://old.nasdaq.com/symbol/btt,
5931,BTU,Peabody Energy Corporation,3.73,364794000.0,,2017.0,Energy,Coal Mining,https://old.nasdaq.com/symbol/btu,
4126,BTZ,BlackRock Credit Allocation Income Trust,13.92,1301227666.08,,2006.0,,,https://old.nasdaq.com/symbol/btz,
3891,BUD,Anheuser-Busch Inbev SA,58.0,114327086164.0,,,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/bud,
1442,BUG,Global X Cybersecurity ETF,21.11,0.0,,,,,https://old.nasdaq.com/symbol/bug,
4184,BUI,"BlackRock Utility, Infrastructure & Power Opportun",21.82,387112853.08,,2011.0,,,https://old.nasdaq.com/symbol/bui,
4264,BURL,"Burlington Stores, Inc.",213.59,14131877557.07,,2013.0,Consumer Services,Department/Specialty Retail Stores,https://old.nasdaq.com/symbol/burl,
1168,BUSE,First Busey Corporation,16.97,925138420.64,,,Finance,Major Banks,https://old.nasdaq.com/symbol/buse,
4230,BV,"BrightView Holdings, Inc.",12.24,1284007946.4,,2018.0,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/bv,
4261,BVN,Buenaventura Mining Company Inc.,12.13,3080860696.71,,1996.0,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/bvn,
471,BVXV,BiondVax Pharmaceuticals Ltd.,40.9,463883710.0,11341900.0,2015.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/bvxv,
4039,BW,Babcock,2.51,123774136.55,,2015.0,Capital Goods,Building Products,https://old.nasdaq.com/symbol/bw,
4204,BWA,BorgWarner Inc.,39.58,8203120523.56,,,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/bwa,
514,BWAY,Brainsway Ltd.,5.9903,17410693.1343,2906481.0,2019.0,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/bway,
520,BWB,"Bridgewater Bancshares, Inc.",9.64,278042278.4,,2018.0,Finance,Major Banks,https://old.nasdaq.com/symbol/bwb,
534,BWEN,"Broadwind, Inc.",3.04,51212083.2,,,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/bwen,
410,BWFG,"Bankwell Financial Group, Inc.",15.42,121625296.26,,2014.0,Finance,Major Banks,https://old.nasdaq.com/symbol/bwfg,
4221,BWG,BrandywineGLOBAL Global Income Opportunities Fund ,12.47,261742743.65,,2012.0,,,https://old.nasdaq.com/symbol/bwg,
6937,BWL.A,"Bowl America, Inc.",,0.0,,,,,https://old.nasdaq.com/symbol/bwl.a,
441,BWMX,"Betterware de Mexico, S.A.P.I de C.V.",19.68,677996073.6,,,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/bwmx,
4265,BWXT,"BWX Technologies, Inc.",58.42,5566806280.64,,,Energy,Industrial Machinery/Components,https://old.nasdaq.com/symbol/bwxt,
6523,BX,The Blackstone Group Inc.,52.2,36110557908.0,,2007.0,Finance,Investment Managers,https://old.nasdaq.com/symbol/bx,
4193,BXC,BlueLinx Holdings Inc.,18.32,173333067.84,,2004.0,Capital Goods,Wholesale Distributors,https://old.nasdaq.com/symbol/bxc,
4192,BXG,Bluegreen Vacations Corporation,5.4,391415182.2,,2017.0,Finance,Real Estate,https://old.nasdaq.com/symbol/bxg,
4303,BXMT,"Capital Trust, Inc.",23.65,3457565908.5,,,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/bxmt,
5826,BXMX,Nuveen S&P 500 Buy-Write Income Fund,11.28,1174099521.36,,,,,https://old.nasdaq.com/symbol/bxmx,
4207,BXP,"Boston Properties, Inc.",87.87,13675542006.0,,1997.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/bxp,
4208,BXP^B,"Boston Properties, Inc.",25.335,0.0,,,,,https://old.nasdaq.com/symbol/bxp^b,
420,BXRX,"Baudax Bio, Inc.",3.4,62473653.6,,,Health Care,Misc Health and Biotechnology Services,https://old.nasdaq.com/symbol/bxrx,
4061,BXS,BancorpSouth Bank,20.53,2105755653.58,,,,,https://old.nasdaq.com/symbol/bxs,
4062,BXS^A,BancorpSouth Bank,25.9393,0.0,,,,,https://old.nasdaq.com/symbol/bxs^a,
4266,BY,"Byline Bancorp, Inc.",11.68,448650314.56,,2017.0,Finance,Major Banks,https://old.nasdaq.com/symbol/by,
4212,BYD,Boyd Gaming Corporation,27.8,3096555291.8,,1993.0,Consumer Services,Hotels/Resorts,https://old.nasdaq.com/symbol/byd,
533,BYFC,Broadway Financial Corporation,1.53,42899619.51,,,Finance,Savings Institutions,https://old.nasdaq.com/symbol/byfc,
4150,BYM,Blackrock Municipal Income Quality Trust,14.18,374440951.14,,2002.0,,,https://old.nasdaq.com/symbol/bym,
443,BYND,"Beyond Meat, Inc.",157.22,9817558406.74,,2019.0,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/bynd,
444,BYSI,"BeyondSpring, Inc.",15.09,460139686.89,,2017.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/bysi,
4093,BZH,"Beazer Homes USA, Inc.",11.85,367595330.55,,1994.0,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/bzh,
4142,BZM,BlackRock Maryland Municipal Bond Trust,14.0,29152830.0,,2002.0,,,https://old.nasdaq.com/symbol/bzm,
412,BZUN,Baozun Inc.,34.75,1652569366.75,47555953.0,2015.0,Consumer Services,Catalog/Specialty Distribution,https://old.nasdaq.com/symbol/bzun,
4420,C,Citigroup Inc.,45.53,94787308623.82,,,Finance,Major Banks,https://old.nasdaq.com/symbol/c,
4535,CAAP,Corporacion America Airports SA,2.25,360050089.5,,2018.0,Transportation,Aerospace,https://old.nasdaq.com/symbol/caap,
689,CAAS,"China Automotive Systems, Inc.",3.2,99756944.0,,,Capital Goods,Auto Parts:O.E.M.,https://old.nasdaq.com/symbol/caas,
558,CABA,"Cabaletta Bio, Inc.",11.77,282946021.38,,2019.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/caba,
4267,CABO,"Cable One, Inc.",1771.24,10663465250.36,,2015.0,Consumer Services,Television Services,https://old.nasdaq.com/symbol/cabo,
582,CAC,Camden National Corporation,30.39,454730736.3,,,Finance,Major Banks,https://old.nasdaq.com/symbol/cac,
851,CACC,Credit Acceptance Corporation,329.68,5818677269.6,,1992.0,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/cacc,
742,CACG,ClearBridge All Cap Growth ETF,38.98,0.0,,,,,https://old.nasdaq.com/symbol/cacg,
4270,CACI,"CACI International, Inc.",221.33,5554669210.75,,,Technology,EDP Services,https://old.nasdaq.com/symbol/caci,
4272,CADE,Cadence Bancorporation,8.76,1103433830.16,,2017.0,Finance,Major Banks,https://old.nasdaq.com/symbol/cade,
4273,CAE,CAE Inc,15.26,4054655278.52,,,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/cae,
5628,CAF,Morgan Stanley China A Share Fund Inc.,21.66,473952531.9,,2006.0,,,https://old.nasdaq.com/symbol/caf,
4507,CAG,"ConAgra Brands, Inc.",34.8,16999107967.2,,,Consumer Non-Durables,Packaged Foods,https://old.nasdaq.com/symbol/cag,
4310,CAH,"Cardinal Health, Inc.",47.3,13832604936.7,,,Health Care,Other Pharmaceuticals,https://old.nasdaq.com/symbol/cah,
4274,CAI,"CAI International, Inc.",25.94,455331797.86,,,Technology,Diversified Commercial Services,https://old.nasdaq.com/symbol/cai,
4275,CAI^A,"CAI International, Inc.",23.65,0.0,,,,,https://old.nasdaq.com/symbol/cai^a,
4276,CAI^B,"CAI International, Inc.",23.881,0.0,,,,,https://old.nasdaq.com/symbol/cai^b,
4293,CAJ,"Canon, Inc.",16.78,17548121061.86,,,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/caj,
3281,CAKE,The Cheesecake Factory Incorporated,29.28,1331135587.68,,1992.0,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/cake,
4277,CAL,"Caleres, Inc.",10.91,413621621.96,,,Consumer Non-Durables,Shoe Manufacturing,https://old.nasdaq.com/symbol/cal,
575,CALA,"Calithera Biosciences, Inc.",3.67,258950469.37,,2014.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/cala,
574,CALB,California BanCorp,12.52,101830881.64,,,Finance,Major Banks,https://old.nasdaq.com/symbol/calb,
577,CALM,"Cal-Maine Foods, Inc.",39.35,1908503253.3,,1996.0,Consumer Non-Durables,Farming/Seeds/Milling,https://old.nasdaq.com/symbol/calm,
576,CALT,Calliditas Therapeutics AB,24.8,99044876.0,3993745.0,2020.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/calt,
4279,CALX,"Calix, Inc",18.7,1148584798.9,,2010.0,Consumer Services,Telecommunications Equipment,https://old.nasdaq.com/symbol/calx,
572,CAMP,CalAmp Corp.,8.46,290723949.18,,1983.0,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/camp,
583,CAMT,Camtek Ltd.,15.52,607598610.4,,2000.0,Capital Goods,Electronic Components,https://old.nasdaq.com/symbol/camt,
584,CAN,Canaan Inc.,1.88,94910792.32,50484464.0,2019.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/can,
6941,CANF,Can-Fite Biopharma Ltd,1.84,28361726.88,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/canf,
4291,CANG,Cango Inc.,5.03,759396146.67,,2018.0,Technology,Computer Software: Prepackaged Software,https://old.nasdaq.com/symbol/cang,
1619,CAPAU,HighCape Capital Acquisition Corp.,10.12,0.0,,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/capau,
4559,CAPL,CrossAmerica Partners LP,15.95,603995333.7,,2012.0,Energy,Oil Refining/Marketing,https://old.nasdaq.com/symbol/capl,
597,CAPR,"Capricor Therapeutics, Inc.",5.89,116174642.72,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/capr,
367,CAR,"Avis Budget Group, Inc.",32.57,2269098582.91,,,Consumer Services,Rental/Leasing Companies,https://old.nasdaq.com/symbol/car,
600,CARA,"Cara Therapeutics, Inc.",14.77,692517312.27,,2014.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/cara,
610,CARE,Carter Bank & Trust,7.14,188387479.14,,,,,https://old.nasdaq.com/symbol/care,
607,CARG,"CarGurus, Inc.",23.87,2696724635.99,,2017.0,Technology,EDP Services,https://old.nasdaq.com/symbol/carg,
4317,CARR,Carrier Global Corporation,30.66,26556617918.88,,2020.0,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/carr,
4318,CARS,Cars.com Inc.,8.72,585984235.44,,2017.0,Technology,EDP Services,https://old.nasdaq.com/symbol/cars,
611,CARV,"Carver Bancorp, Inc.",6.07,17344478.7,,,Finance,Savings Institutions,https://old.nasdaq.com/symbol/carv,
1266,CARZ,First Trust NASDAQ Global Auto Index Fund,40.18,0.0,,,,,https://old.nasdaq.com/symbol/carz,
612,CASA,"Casa Systems, Inc.",4.29,356648369.22,,2017.0,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/casa,
2278,CASH,"Meta Financial Group, Inc.",19.32,669005212.68,,1993.0,Finance,Major Banks,https://old.nasdaq.com/symbol/cash,
615,CASI,"CASI Pharmaceuticals, Inc.",1.74,215662262.46,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/casi,
616,CASS,"Cass Information Systems, Inc",37.02,533868344.58,,,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/cass,
614,CASY,"Caseys General Stores, Inc.",176.95,6533130782.35,,1983.0,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/casy,
4325,CAT,"Caterpillar, Inc.",153.87,83321616695.25,,,Capital Goods,Construction/Ag Equipment/Trucks,https://old.nasdaq.com/symbol/cat,
620,CATB,"Catabasis Pharmaceuticals, Inc.",6.94,132420536.86,,2015.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/catb,
581,CATC,Cambridge Bancorp,52.73,365291926.16,,,Finance,Major Banks,https://old.nasdaq.com/symbol/catc,
1456,CATH,Global X S&P 500 Catholic Values ETF,41.32,0.0,,,,,https://old.nasdaq.com/symbol/cath,
604,CATM,Cardtronics plc,20.66,918892877.96,,2007.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/catm,
4326,CATO,Cato Corporation (The),8.35,200048339.75,,,Consumer Services,Clothing/Shoe/Accessory Stores,https://old.nasdaq.com/symbol/cato,
623,CATY,Cathay General Bancorp,23.17,1844795423.17,,,Finance,Major Banks,https://old.nasdaq.com/symbol/caty,
4396,CB,Chubb Limited,117.03,52822663491.69,,,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/cb,
781,CBAN,"Colony Bankcorp, Inc.",10.44,99167294.52,,,Finance,Major Banks,https://old.nasdaq.com/symbol/cban,
626,CBAT,"CBAK Energy Technology, Inc.",0.894,58243822.86,,,Miscellaneous,Industrial Machinery/Components,https://old.nasdaq.com/symbol/cbat,
892,CBAY,CymaBay Therapeutics Inc.,6.55,451210452.6,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/cbay,
4409,CBB,Cincinnati Bell Inc,15.04,762236299.2,,,Public Utilities,Telecommunications Equipment,https://old.nasdaq.com/symbol/cbb,
4410,CBB^B,Cincinnati Bell Inc,48.17,0.0,,,,,https://old.nasdaq.com/symbol/cbb^b,
4497,CBD,Companhia Brasileira de Distribuicao,14.53,3895451821.98,,2020.0,Consumer Services,Food Chains,https://old.nasdaq.com/symbol/cbd,
625,CBFV,"CB Financial Services, Inc.",19.52,105285258.24,,,Finance,Major Banks,https://old.nasdaq.com/symbol/cbfv,
3807,CBH,AllianzGI Convertible & Income 2024 Target Term Fund,9.04,165056984.64,,2017.0,,,https://old.nasdaq.com/symbol/cbh,
621,CBIO,"Catalyst Biosciences, Inc. ",4.84,106785113.6,,,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/cbio,
4328,CBL,"CBL & Associates Properties, Inc.",0.185,35903524.055,,1993.0,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/cbl,
750,CBLI,"Cleveland BioLabs, Inc.",2.1,27334412.7,,2006.0,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://old.nasdaq.com/symbol/cbli,
4329,CBL^D,"CBL & Associates Properties, Inc.",0.7372,0.0,,,,,https://old.nasdaq.com/symbol/cbl^d,
4330,CBL^E,"CBL & Associates Properties, Inc.",0.7111,0.0,,,,,https://old.nasdaq.com/symbol/cbl^e,
627,CBMB,"CBM Bancorp, Inc.",12.12,45884598.96,,2018.0,Finance,Savings Institutions,https://old.nasdaq.com/symbol/cbmb,
640,CBMG,"Cellular Biomedicine Group, Inc.",18.57,360870420.03,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/cbmg,
588,CBNK,"Capital Bancorp, Inc.",10.5,145112341.5,,2018.0,Finance,Major Banks,https://old.nasdaq.com/symbol/cbnk,
4331,CBO,CBO (Listing Market - NYSE - Networks A/E),13.3,0.0,,,,,https://old.nasdaq.com/symbol/cbo,
628,CBOE,"Cboe Global Markets, Inc.",88.94,9945159625.0,,2010.0,,,https://old.nasdaq.com/symbol/cboe,
690,CBPO,"China Biologic Products Holdings, Inc.",111.76,4312134093.52,,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/cbpo,
4333,CBRE,"CBRE Group, Inc.",49.57,16619720397.29,,,Finance,Real Estate,https://old.nasdaq.com/symbol/cbre,
845,CBRL,"Cracker Barrel Old Country Store, Inc.",123.46,2925680510.16,,1981.0,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/cbrl,
788,CBSH,"Commerce Bancshares, Inc.",56.66,6319478024.52,,,Finance,Major Banks,https://old.nasdaq.com/symbol/cbsh,
4268,CBT,Cabot Corporation,40.11,2264672489.73,,,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/cbt,
629,CBTX,"CBTX, Inc.",16.23,404950104.45,,2017.0,Finance,Major Banks,https://old.nasdaq.com/symbol/cbtx,
4492,CBU,"Community Bank System, Inc.",57.58,3082234771.06,,,Finance,Major Banks,https://old.nasdaq.com/symbol/cbu,
4334,CBX,CBX (Listing Market NYSE Networks AE,1.41,0.0,,,,,https://old.nasdaq.com/symbol/cbx,
4327,CBZ,"CBIZ, Inc.",23.04,1259865584.64,,,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/cbz,
4369,CC,Chemours Company (The),22.33,3667485005.8,,2015.0,Basic Industries,Major Chemicals,https://old.nasdaq.com/symbol/cc,
4416,CCAC,CITIC Capital Acquisition Corp.,9.95,343275000.0,,2020.0,Finance,Business Services,https://old.nasdaq.com/symbol/ccac,
4417,CCAC.U,CITIC Capital Acquisition Corp.,,0.0,,2020.0,,,https://old.nasdaq.com/symbol/ccac.u,
4418,CCAC.WS,CITIC Capital Acquisition Corp.,,0.0,,,,,https://old.nasdaq.com/symbol/ccac.ws,
859,CCAP,"Crescent Capital BDC, Inc.",13.425,378146808.0,,,,,https://old.nasdaq.com/symbol/ccap,
758,CCB,Coastal Financial Corporation,15.97,190478070.71,,2018.0,Finance,Major Banks,https://old.nasdaq.com/symbol/ccb,
589,CCBG,Capital City Bank Group,20.04,336276731.04,,,Finance,Major Banks,https://old.nasdaq.com/symbol/ccbg,
4432,CCC,Clarivate Plc,29.45,12059775000.0,,2019.0,Technology,EDP Services,https://old.nasdaq.com/symbol/ccc,
691,CCCL,"China Ceramics Co., Ltd.",2.12,6572000.0,,,Capital Goods,Building Materials,https://old.nasdaq.com/symbol/cccl,
567,CCD,Calamos Dynamic Convertible & Income Fund,23.1,565615234.8,,,,,https://old.nasdaq.com/symbol/ccd,
4460,CCEP,Coca-Cola European Partners plc,43.72,19867848009.44,,2016.0,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/ccep,
6950,CCF,Chase Corporation,98.91,933973401.69,,,Consumer Durables,Building Products,https://old.nasdaq.com/symbol/ccf,
4560,CCI,Crown Castle International Corporation,162.65,68259046880.55,,,,,https://old.nasdaq.com/symbol/cci,
4405,CCIV.U,Churchill Capital Corp IV,,0.0,,2020.0,,,https://old.nasdaq.com/symbol/cciv.u,
4283,CCJ,Cameco Corporation,10.86,4298889797.16,,1996.0,Basic Industries,Precious Metals,https://old.nasdaq.com/symbol/ccj,
4561,CCK,"Crown Holdings, Inc.",76.16,10263747105.92,,,Consumer Durables,Containers/Packaging,https://old.nasdaq.com/symbol/cck,
4313,CCL,Carnival Corporation,16.24,14333448116.4,,1987.0,Consumer Services,Marine Transportation,https://old.nasdaq.com/symbol/ccl,
873,CCLP,CSI Compressco LP,0.995,47107629.245,,2011.0,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/cclp,
4509,CCM,Concord Medical Services Holdings Limited,2.06,89432835.88,,2009.0,Health Care,Medical/Nursing Services,https://old.nasdaq.com/symbol/ccm,
559,CCMP,Cabot Microelectronics Corporation,146.5,4256596762.0,,2000.0,Technology,Semiconductors,https://old.nasdaq.com/symbol/ccmp,
762,CCNC,Code Chain New Continent Limited,1.01,30490847.58,,2015.0,Finance,Business Services,https://old.nasdaq.com/symbol/ccnc,
755,CCNE,CNB Financial Corporation,15.51,262100682.69,,,Finance,Major Banks,https://old.nasdaq.com/symbol/ccne,
756,CCNEP,CNB Financial Corporation,25.6,0.0,,,Finance,Major Banks,https://old.nasdaq.com/symbol/ccnep,
4434,CCO,"Clear Channel Outdoor Holdings, Inc.",1.34,626220677.76,,2005.0,Consumer Services,Advertising,https://old.nasdaq.com/symbol/cco,
767,CCOI,"Cogent Communications Holdings, Inc.",63.82,3018028717.82,,,Consumer Services,Telecommunications Equipment,https://old.nasdaq.com/symbol/ccoi,
4512,CCR,CONSOL Coal Resources LP,3.52,97469683.52,,2015.0,Energy,Coal Mining,https://old.nasdaq.com/symbol/ccr,
692,CCRC,"China Customer Relations Centers, Inc.",5.05,92564480.0,,2015.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/ccrc,
867,CCRN,"Cross Country Healthcare, Inc.",6.335,237979076.93,,2001.0,Technology,Professional Services,https://old.nasdaq.com/symbol/ccrn,
4357,CCS,"Century Communities, Inc.",39.43,1315015459.19,,2014.0,Capital Goods,Homebuilding,https://old.nasdaq.com/symbol/ccs,
4500,CCU,"Compania Cervecerias Unidas, S.A.",13.39,2473821728.04,,,Consumer Non-Durables,Beverages (Production/Distribution),https://old.nasdaq.com/symbol/ccu,
4399,CCX,Churchill Capital Corp II,10.94,943575000.0,,2019.0,Finance,Business Services,https://old.nasdaq.com/symbol/ccx,
4400,CCX.U,Churchill Capital Corp II,,0.0,,2019.0,,,https://old.nasdaq.com/symbol/ccx.u,
4401,CCX.WS,Churchill Capital Corp II,,0.0,,,,,https://old.nasdaq.com/symbol/ccx.ws,
680,CCXI,"ChemoCentryx, Inc.",52.57,3621678357.01,,2012.0,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ccxi,
4402,CCXX,Churchill Capital Corp III,11.16,1534500000.0,,2020.0,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/ccxx,
4403,CCXX.U,Churchill Capital Corp III,,0.0,,2020.0,,,https://old.nasdaq.com/symbol/ccxx.u,
